booking_id,hotel_id,date_id,reserved_room_type_id,assigned_room_type_id,country_id,market_segment_id,customer_segment_id,meal_id,is_canceled,booking_status,lead_time,total_nights,total_guests,adr,booking_value,estimated_revenue,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests
38084,2,20160317,1,1,2,4,1,1,1,Canceled,75,4,1,70,280,0,0,0,0,0
38085,2,20160317,1,1,26,3,1,1,1,Canceled,54,4,2,89.46,357.84,0,0,0,0,1
38086,2,20160317,3,3,6,1,1,1,1,Canceled,76,4,3,116.73,466.92,0,0,0,0,0
38087,2,20160317,1,1,19,3,1,1,0,Not Canceled,100,4,2,73.95,295.8,295.8,0,0,0,0
38088,2,20160317,1,1,22,3,1,4,1,Canceled,61,4,2,78.41,313.64,0,0,0,0,0
38089,2,20160317,3,3,61,3,1,1,1,Canceled,49,4,3,120.06,480.24,0,0,0,0,2
38090,2,20160317,3,3,1,3,1,1,0,Not Canceled,71,4,1,88.83,355.32,355.32,0,0,0,1
38091,2,20160317,1,1,4,3,1,1,1,Canceled,10,3,2,109,327,0,0,0,0,0
38092,2,20160317,3,3,2,3,1,1,1,Canceled,59,3,2,77.85,233.55,0,0,0,0,0
38093,2,20160317,1,1,6,3,1,4,1,Canceled,17,4,2,97,388,0,0,0,0,0
38094,2,20160317,1,1,2,4,1,1,1,Canceled,75,4,2,12,48,0,0,0,0,0
38095,2,20160317,1,1,6,3,1,1,0,Not Canceled,80,4,2,80.33,321.32,321.32,0,0,0,1
38096,2,20160317,1,1,1,3,1,1,0,Not Canceled,71,4,1,70.13,280.52,280.52,0,0,0,1
38097,2,20160317,3,3,5,3,1,1,0,Not Canceled,75,4,2,88.83,355.32,355.32,0,0,0,0
38098,2,20160317,1,1,2,3,3,1,0,Not Canceled,85,5,2,73.95,369.75,369.75,0,0,0,2
38099,2,20160317,9,9,43,3,3,1,1,Canceled,73,5,2,72.12,360.6,0,0,0,0,1
38100,2,20160317,1,1,2,3,1,1,0,Not Canceled,93,5,2,73.95,369.75,369.75,0,0,0,1
38101,2,20160317,6,6,54,3,1,1,1,Canceled,15,5,4,195.4,977,0,0,0,0,0
38102,2,20160317,1,1,18,3,1,1,0,Not Canceled,98,5,2,73.95,369.75,369.75,0,0,0,0
38103,2,20160317,1,1,18,3,1,1,0,Not Canceled,95,5,2,73.95,369.75,369.75,0,0,0,1
38104,2,20160317,9,9,43,3,3,1,1,Canceled,73,5,2,72.12,360.6,0,1,0,0,1
38105,2,20160317,1,1,2,3,3,1,0,Not Canceled,85,5,1,73.95,369.75,369.75,0,0,0,0
38106,2,20160317,3,3,4,3,1,1,1,Canceled,42,7,3,124.79,873.53,0,0,0,0,1
38107,2,20160317,1,3,26,3,1,1,0,Not Canceled,88,9,2,85.51,769.59,769.59,2,0,0,1
38108,2,20160318,1,1,4,3,1,1,1,Canceled,25,1,2,91,91,0,0,0,0,0
38109,2,20160318,1,1,2,4,1,1,1,Canceled,4,1,1,62,62,0,0,0,0,0
38110,2,20160318,1,1,4,3,1,4,0,Not Canceled,73,2,2,85.5,171,171,0,0,0,0
38111,2,20160318,1,1,5,3,1,4,0,Not Canceled,76,2,2,76.5,153,153,0,0,0,1
38112,2,20160318,1,1,2,6,1,1,1,Canceled,91,2,1,75,150,0,0,20,0,0
38113,2,20160318,1,1,15,3,1,4,1,Canceled,28,1,2,79,79,0,0,0,0,0
38114,2,20160318,1,1,6,3,1,4,1,Canceled,18,2,2,97,194,0,0,0,0,1
38115,2,20160318,3,3,1,3,1,1,1,Canceled,47,2,2,112.5,225,0,0,0,0,1
38116,2,20160318,1,1,18,3,1,3,1,Canceled,19,2,3,174.5,349,0,0,0,0,0
38117,2,20160318,1,1,18,3,1,1,0,Not Canceled,103,2,2,78.3,156.6,156.6,1,0,0,0
38118,2,20160318,3,3,4,3,1,1,1,Canceled,46,2,2,112.5,225,0,0,0,0,0
38119,2,20160318,1,1,4,3,1,4,1,Canceled,65,2,2,94.5,189,0,0,0,0,0
38120,2,20160318,1,1,2,6,3,3,1,Canceled,115,2,2,112.2,224.4,0,0,0,0,0
38121,2,20160318,1,1,4,3,1,1,1,Canceled,16,2,2,109,218,0,0,0,0,0
38122,2,20160318,1,1,2,3,1,1,0,Not Canceled,101,2,2,78.3,156.6,156.6,0,0,0,0
38123,2,20160318,6,6,6,3,1,1,1,Canceled,34,2,4,162.45,324.9,0,0,0,0,0
38124,2,20160318,3,3,2,3,1,1,0,Not Canceled,92,2,2,87.3,174.6,174.6,0,0,0,0
38125,2,20160318,1,1,49,3,1,1,1,Canceled,16,2,2,109,218,0,0,0,0,0
38126,2,20160318,6,6,4,3,1,1,1,Canceled,11,2,4,189,378,0,0,0,0,0
38127,2,20160318,1,1,13,3,1,1,1,Canceled,10,2,2,118,236,0,0,0,0,0
38128,2,20160318,1,1,18,3,1,3,1,Canceled,19,2,2,147,294,0,0,0,0,0
38129,2,20160318,1,1,12,3,1,4,1,Canceled,54,3,2,88.2,264.6,0,0,0,0,0
38130,2,20160318,1,1,4,3,1,1,0,Not Canceled,103,3,2,78.3,234.9,234.9,0,0,0,0
38131,2,20160318,3,3,30,3,1,1,1,Canceled,38,3,1,131.4,394.2,0,0,0,0,0
38132,2,20160318,1,1,23,3,1,1,0,Not Canceled,199,3,2,65.45,196.35,196.35,0,0,0,1
38133,2,20160318,1,1,1,3,1,1,0,Not Canceled,90,3,2,78.3,234.9,234.9,0,0,0,0
38134,2,20160318,1,1,2,3,1,1,1,Canceled,101,3,2,78.3,234.9,0,0,0,0,0
38135,2,20160318,3,3,1,3,1,1,0,Not Canceled,71,3,2,96.3,288.9,288.9,0,0,0,0
38136,2,20160318,3,3,15,3,1,1,0,Not Canceled,94,3,2,87.3,261.9,261.9,0,0,0,1
38137,2,20160318,3,3,4,3,1,1,1,Canceled,42,3,3,182.7,548.1,0,2,0,0,1
38138,2,20160318,1,1,6,3,1,4,1,Canceled,18,3,2,97,291,0,0,0,0,0
38139,2,20160318,1,1,6,3,1,1,0,Not Canceled,76,4,2,82.45,329.8,329.8,0,0,0,0
38140,2,20160318,3,3,13,3,1,1,0,Not Canceled,92,4,2,72.49,289.96,289.96,0,0,0,1
38141,2,20160318,1,1,1,3,1,4,0,Not Canceled,76,4,2,72.25,289,289,0,0,0,0
38142,2,20160318,1,1,19,3,1,4,1,Canceled,72,5,2,72.25,361.25,0,0,0,0,1
38143,2,20160318,6,6,4,3,1,1,1,Canceled,8,5,4,214.6,1073,0,0,0,0,0
38144,2,20160318,6,6,4,3,1,3,1,Canceled,44,5,4,212.42,1062.1,0,1,0,0,0
38145,2,20160318,1,3,1,1,1,1,0,Not Canceled,82,5,3,107.25,536.25,536.25,1,0,0,1
38146,2,20160318,1,1,2,4,1,1,1,Canceled,46,6,2,63.58,381.48,0,0,0,0,0
38147,2,20160318,3,3,43,3,1,1,1,Canceled,47,4,3,124.1,496.4,0,0,0,0,1
38148,2,20160318,6,6,4,1,1,1,1,Canceled,38,5,4,184,920,0,0,0,0,0
38149,2,20160318,1,1,43,3,1,1,1,Canceled,83,7,2,76.38,534.66,0,0,0,0,0
38150,2,20160319,1,1,2,6,1,1,1,Canceled,5,1,1,90,90,0,0,0,0,0
38151,2,20160319,9,9,2,3,3,1,1,Canceled,72,1,2,78,78,0,1,0,0,0
38152,2,20160319,1,1,6,1,1,1,0,Not Canceled,85,1,2,67.5,67.5,67.5,0,0,0,0
38153,2,20160319,9,9,2,3,3,1,1,Canceled,72,1,2,78.15,78.15,0,1,0,0,0
38154,2,20160319,1,1,1,3,1,4,1,Canceled,17,2,1,97,194,0,0,0,0,0
38155,2,20160319,1,1,18,3,1,1,1,Canceled,18,2,2,109,218,0,0,0,0,0
38156,2,20160319,1,1,26,3,1,1,1,Canceled,62,2,2,99,198,0,0,0,0,0
38157,2,20160319,3,3,5,3,1,1,1,Canceled,45,2,3,131.4,262.8,0,0,0,0,1
38158,2,20160319,1,1,2,6,1,1,1,Canceled,5,3,2,90,270,0,0,0,0,0
38159,2,20160319,1,1,2,6,3,1,1,Canceled,5,3,2,90,270,0,0,0,0,0
38160,2,20160319,9,9,35,3,1,1,1,Canceled,75,3,2,78,234,0,0,0,0,0
38161,2,20160319,1,1,2,6,1,1,1,Canceled,393,3,2,70.53,211.59,0,0,0,0,0
38162,2,20160319,1,1,2,6,1,1,1,Canceled,393,3,2,70.53,211.59,0,2,0,0,0
38163,2,20160319,1,1,2,6,1,1,1,Canceled,393,3,2,62.8,188.4,0,0,0,0,0
38164,2,20160319,1,1,1,3,1,1,1,Canceled,0,2,2,141,282,0,0,0,0,1
38165,2,20160319,1,1,4,3,1,1,0,Not Canceled,83,2,2,105.3,210.6,210.6,0,0,1,1
38166,2,20160319,3,3,4,3,1,1,1,Canceled,45,3,2,112.5,337.5,0,0,0,0,1
38167,2,20160319,1,1,4,3,1,1,1,Canceled,18,3,2,113.67,341.01,0,0,0,0,0
38168,2,20160319,1,9,2,6,1,1,1,Canceled,393,3,2,70.53,211.59,0,1,0,0,0
38169,2,20160319,1,1,4,3,1,1,1,Canceled,18,3,2,137.67,413.01,0,0,0,0,0
38170,2,20160319,3,3,4,3,1,1,1,Canceled,52,3,3,131.4,394.2,0,0,0,0,1
38171,2,20160319,9,9,35,3,1,1,1,Canceled,76,3,2,78.15,234.45,0,1,0,0,0
38172,2,20160319,3,3,4,3,1,1,1,Canceled,108,3,3,116,348,0,1,0,0,2
38173,2,20160319,1,1,18,3,1,4,1,Canceled,67,3,2,85.5,256.5,0,0,0,0,0
38174,2,20160319,3,3,4,3,1,1,1,Canceled,38,4,3,118.58,474.32,0,0,0,0,1
38175,2,20160319,1,1,18,3,1,1,1,Canceled,94,4,2,73.95,295.8,0,0,0,0,0
38176,2,20160319,3,3,4,3,1,1,1,Canceled,45,4,3,124.1,496.4,0,0,0,0,1
38177,2,20160319,1,1,4,3,1,1,1,Canceled,56,6,2,93.5,561,0,0,0,0,0
38178,2,20160319,1,1,34,3,1,1,1,Canceled,73,6,1,73.67,442.02,0,0,0,0,0
38179,2,20160319,1,1,94,3,1,1,0,Not Canceled,75,7,1,74.68,522.76,522.76,0,0,0,0
38180,2,20160319,9,9,2,3,1,1,1,Canceled,127,7,2,94.7,662.9,0,0,0,0,1
38181,2,20160320,1,1,2,1,1,1,1,Canceled,2,1,1,129,129,0,0,0,0,0
38182,2,20160320,6,6,4,3,1,1,1,Canceled,56,2,4,180,360,0,0,0,0,1
38183,2,20160320,3,3,42,3,1,1,1,Canceled,40,2,3,131.4,262.8,0,0,0,0,0
38184,2,20160320,3,3,1,3,1,1,1,Canceled,39,2,3,114.3,228.6,0,0,0,0,1
38185,2,20160320,1,1,6,3,1,1,1,Canceled,87,3,2,78.3,234.9,0,0,0,0,0
38186,2,20160320,1,1,4,3,1,1,1,Canceled,42,4,3,113.6,454.4,0,0,0,0,0
38187,2,20160320,1,1,2,4,1,1,1,Canceled,60,4,2,75,300,0,0,0,0,0
38188,2,20160320,1,1,4,3,1,1,1,Canceled,42,4,3,113.6,454.4,0,0,0,0,0
38189,2,20160320,6,6,4,3,1,1,1,Canceled,42,4,4,168.63,674.52,0,0,0,0,0
38190,2,20160320,1,1,2,3,3,1,0,Not Canceled,86,4,2,73.95,295.8,295.8,0,0,0,1
38191,2,20160320,1,1,4,3,1,4,1,Canceled,42,4,2,86.98,347.92,0,0,0,0,0
38192,2,20160320,1,1,4,3,1,1,1,Canceled,42,4,2,97.63,390.52,0,0,0,0,0
38193,2,20160320,1,3,2,4,1,1,1,Canceled,47,4,2,85,340,0,0,0,0,0
38194,2,20160320,1,1,11,3,1,1,0,Not Canceled,87,4,2,56.94,227.76,227.76,0,0,0,1
38195,2,20160320,3,3,13,3,1,1,0,Not Canceled,77,4,2,90.95,363.8,363.8,0,0,0,0
38196,2,20160320,1,1,2,3,3,1,0,Not Canceled,86,4,2,73.95,295.8,295.8,0,0,0,0
38197,2,20160320,6,6,18,3,1,1,1,Canceled,65,4,4,161.5,646,0,0,0,0,0
38198,2,20160320,1,1,18,3,1,1,0,Not Canceled,74,4,2,82.45,329.8,329.8,0,0,0,1
38199,2,20160320,1,1,5,3,1,4,0,Not Canceled,90,5,2,51.71,258.55,258.55,0,0,0,1
38200,2,20160320,3,3,43,3,1,1,0,Not Canceled,76,5,2,110.15,550.75,550.75,1,0,0,1
38201,2,20160320,3,3,13,3,1,1,1,Canceled,53,4,3,124.1,496.4,0,0,0,0,1
38202,2,20160320,1,1,4,3,1,1,0,Not Canceled,88,5,2,77.35,386.75,386.75,0,0,0,1
38203,2,20160320,1,3,2,4,1,1,1,Canceled,65,5,3,124,620,0,0,0,0,1
38204,2,20160320,3,3,13,3,1,1,0,Not Canceled,105,6,2,97.12,582.72,582.72,0,0,1,0
38205,2,20160320,3,3,19,3,1,1,0,Not Canceled,105,6,2,88.12,528.72,528.72,0,0,0,0
38206,2,20160320,1,1,27,3,1,1,0,Not Canceled,83,6,2,61.41,368.46,368.46,0,0,0,0
38207,2,20160320,3,3,13,3,1,1,0,Not Canceled,78,7,2,69.2,484.4,484.4,0,0,0,1
38208,2,20160320,3,3,13,3,1,1,0,Not Canceled,78,7,3,86.32,604.24,604.24,0,0,0,1
38209,2,20160320,3,3,2,3,1,1,1,Canceled,90,7,2,89.74,628.18,0,0,0,0,1
38210,2,20160321,1,1,2,3,1,1,1,Canceled,0,1,2,101,101,0,0,0,0,0
38211,2,20160321,9,9,3,3,3,1,0,Not Canceled,75,2,2,78.15,156.3,156.3,1,0,0,0
38212,2,20160321,1,1,4,3,1,4,1,Canceled,22,2,2,129,258,0,0,0,0,0
38213,2,20160321,9,9,3,3,3,1,0,Not Canceled,75,2,2,78,156,156,0,0,0,0
38214,2,20160321,1,1,4,3,1,1,1,Canceled,4,2,3,119,238,0,0,0,0,0
38215,2,20160321,1,3,2,4,1,1,1,Canceled,46,3,2,85,255,0,0,0,0,0
38216,2,20160321,1,1,2,4,1,1,1,Canceled,42,3,2,63,189,0,0,0,0,0
38217,2,20160321,1,1,1,3,3,4,0,Not Canceled,79,3,2,76.5,229.5,229.5,0,0,0,0
38218,2,20160321,3,4,2,3,1,1,1,Canceled,38,3,3,102.7,308.1,0,0,0,0,2
38219,2,20160321,1,1,4,3,1,1,1,Canceled,79,3,2,96.3,288.9,0,0,0,0,0
38220,2,20160321,1,1,2,3,1,1,1,Canceled,57,3,2,108,324,0,0,0,0,1
38221,2,20160321,3,3,18,3,3,1,0,Not Canceled,79,3,2,96.3,288.9,288.9,0,0,0,0
38222,2,20160321,1,1,4,3,1,1,1,Canceled,48,4,2,138.5,554,0,1,0,0,1
38223,2,20160321,1,3,43,3,1,4,0,Not Canceled,83,4,3,97.75,391,391,0,0,0,1
38224,2,20160321,1,1,14,3,1,3,1,Canceled,51,4,2,125.8,503.2,0,1,0,0,1
38225,2,20160321,3,4,20,3,1,1,1,Canceled,46,4,3,124.1,496.4,0,0,0,0,1
38226,2,20160321,1,1,13,3,1,4,1,Canceled,58,4,2,83.3,333.2,0,0,0,0,1
38227,2,20160321,1,1,1,3,1,1,1,Canceled,49,4,3,108.8,435.2,0,0,0,0,1
38228,2,20160321,1,1,43,3,1,4,0,Not Canceled,91,4,2,67.95,271.8,271.8,0,0,0,0
38229,2,20160321,1,1,26,3,1,4,0,Not Canceled,76,6,2,76.5,459,459,0,0,0,1
38230,2,20160321,6,6,3,3,1,1,0,Not Canceled,78,6,4,154.7,928.2,928.2,0,0,0,0
38231,2,20160321,1,1,2,3,1,1,0,Not Canceled,89,7,2,83.66,585.62,585.62,0,0,0,1
38232,2,20160321,1,1,59,3,1,1,1,Canceled,103,7,2,83.66,585.62,0,3,0,0,1
38233,2,20160321,1,1,3,3,1,1,0,Not Canceled,89,7,2,83.66,585.62,585.62,0,0,0,1
38234,2,20160322,1,1,34,3,1,1,1,Canceled,22,1,1,135,135,0,0,0,0,0
38235,2,20160322,1,1,4,3,1,1,0,Not Canceled,105,1,2,78.3,78.3,78.3,0,0,0,0
38236,2,20160322,1,1,2,5,1,1,0,Not Canceled,0,1,2,0,0,0,0,0,0,1
38237,2,20160322,1,1,2,5,1,1,1,Canceled,1,1,1,0,0,0,0,0,0,2
38238,2,20160322,1,1,2,5,1,1,0,Not Canceled,0,1,2,0,0,0,1,0,0,1
38239,2,20160322,1,1,2,3,1,1,1,Canceled,7,1,2,101,101,0,0,0,0,0
38240,2,20160322,1,1,6,3,1,1,1,Canceled,32,1,3,115.2,115.2,0,0,0,0,2
38241,2,20160322,3,3,5,3,1,1,1,Canceled,40,1,3,131.4,131.4,0,0,0,0,1
38242,2,20160322,1,1,4,3,1,4,1,Canceled,6,2,2,89,178,0,0,0,0,0
38243,2,20160322,1,1,1,3,1,4,1,Canceled,45,2,2,88.2,176.4,0,0,0,0,0
38244,2,20160322,1,1,2,6,1,1,1,Canceled,251,3,2,125,375,0,0,93,0,0
38245,2,20160322,1,1,2,6,1,1,1,Canceled,251,3,1,90,270,0,0,93,0,0
38246,2,20160322,1,1,1,3,1,4,1,Canceled,27,3,2,129,387,0,0,0,0,0
38247,2,20160322,3,3,66,3,1,1,1,Canceled,55,3,3,131.4,394.2,0,0,0,0,2
38248,2,20160322,3,3,4,3,1,1,1,Canceled,52,3,3,131.4,394.2,0,0,0,0,1
38249,2,20160322,1,1,66,3,1,1,1,Canceled,55,3,2,99,297,0,0,0,0,1
38250,2,20160322,1,1,2,4,1,1,1,Canceled,42,3,3,76.05,228.15,0,1,0,0,1
38251,2,20160322,1,1,5,3,1,4,1,Canceled,43,3,2,88.2,264.6,0,0,0,0,0
38252,2,20160322,1,1,13,3,1,1,1,Canceled,34,3,3,115.2,345.6,0,0,0,0,0
38253,2,20160322,5,5,4,1,1,1,1,Canceled,27,4,5,277.5,1110,0,1,0,0,0
38254,2,20160322,1,1,2,4,1,3,1,Canceled,64,4,2,88.5,354,0,0,0,0,0
38255,2,20160322,1,1,2,3,1,1,1,Canceled,5,5,2,129,645,0,0,0,0,0
38256,2,20160322,1,1,20,3,1,4,0,Not Canceled,77,5,2,77.35,386.75,386.75,0,0,0,0
38257,2,20160322,1,1,15,3,3,1,0,Not Canceled,77,7,2,87.31,611.17,611.17,1,0,0,0
38258,2,20160322,6,9,15,3,3,1,0,Not Canceled,77,7,4,111.72,782.04,782.04,1,0,0,1
38259,2,20160322,3,3,34,3,1,1,1,Canceled,8,9,2,158.22,1423.98,0,1,0,0,0
38260,2,20160322,1,1,4,3,1,1,1,Canceled,77,4,2,95.7,382.8,0,0,0,0,2
38261,2,20160323,1,1,4,3,1,1,1,Canceled,31,1,2,126.9,126.9,0,0,0,0,0
38262,2,20160323,1,1,2,3,1,1,1,Canceled,7,1,2,101,101,0,0,0,0,0
38263,2,20160323,3,3,34,3,1,1,1,Canceled,34,1,1,112.5,112.5,0,0,0,0,0
38264,2,20160323,1,1,4,3,1,4,1,Canceled,5,1,2,89,89,0,0,0,0,0
38265,2,20160323,1,1,4,1,1,1,1,Canceled,45,2,2,92.7,185.4,0,0,0,0,0
38266,2,20160323,1,1,4,3,1,1,1,Canceled,49,2,2,99,198,0,0,0,0,0
38267,2,20160323,1,1,2,3,3,1,0,Not Canceled,99,2,2,89.3,178.6,178.6,0,0,0,1
38268,2,20160323,1,1,6,3,1,1,1,Canceled,3,2,3,139,278,0,0,0,0,0
38269,2,20160323,1,1,4,3,1,1,1,Canceled,61,2,2,117,234,0,1,0,0,0
38270,2,20160323,1,1,1,3,1,1,1,Canceled,5,1,2,101,101,0,0,0,0,0
38271,2,20160323,1,1,4,1,1,1,1,Canceled,45,2,2,101.7,203.4,0,0,0,0,0
38272,2,20160323,6,6,4,3,1,1,1,Canceled,38,2,4,171,342,0,0,0,0,0
38273,2,20160323,1,1,4,3,1,1,1,Canceled,49,2,2,99,198,0,0,0,0,1
38274,2,20160323,3,3,4,3,1,1,1,Canceled,39,3,2,121.8,365.4,0,0,0,0,1
38275,2,20160323,1,1,13,3,1,4,0,Not Canceled,95,3,2,81.5,244.5,244.5,0,0,0,0
38276,2,20160323,1,1,2,6,3,1,1,Canceled,21,3,2,60,180,0,0,0,0,0
38277,2,20160323,1,1,6,3,1,1,1,Canceled,103,3,2,99.3,297.9,0,0,0,0,0
38278,2,20160323,1,1,13,3,1,4,0,Not Canceled,95,3,1,75.1,225.3,225.3,0,0,0,0
38279,2,20160323,3,3,76,3,1,1,1,Canceled,40,4,3,145.35,581.4,0,0,0,0,1
38280,2,20160323,1,1,4,3,1,1,1,Canceled,86,4,2,88.83,355.32,0,0,0,0,1
38281,2,20160323,1,1,2,3,1,1,0,Not Canceled,97,4,2,65.42,261.68,261.68,0,0,0,1
38282,2,20160323,6,6,4,3,1,1,0,Not Canceled,82,4,4,158.83,635.32,635.32,0,0,0,0
38283,2,20160323,1,1,6,3,1,1,0,Not Canceled,88,4,2,88.7,354.8,354.8,0,0,0,0
38284,2,20160323,1,1,6,3,1,4,1,Canceled,40,4,2,102.15,408.6,0,0,0,0,1
38285,2,20160323,1,1,4,3,1,1,1,Canceled,40,4,2,112.95,451.8,0,0,0,0,0
38286,2,20160323,1,1,13,3,1,1,1,Canceled,77,4,2,88.83,355.32,0,0,0,0,0
38287,2,20160323,3,3,4,3,1,1,1,Canceled,10,4,3,182,728,0,0,0,0,0
38288,2,20160323,3,3,22,3,1,1,1,Canceled,81,5,2,97.75,488.75,0,0,0,0,1
38289,2,20160323,1,1,13,3,1,1,1,Canceled,37,6,3,127.8,766.8,0,0,0,0,2
38290,2,20160323,3,3,13,3,1,1,1,Canceled,36,6,2,125.1,750.6,0,0,0,0,1
38291,2,20160323,9,9,15,1,3,1,0,Not Canceled,108,7,2,75.99,531.93,531.93,1,0,0,1
38292,2,20160323,9,9,15,1,3,1,0,Not Canceled,107,7,2,75,525,525,0,0,0,1
38293,2,20160323,3,3,13,3,1,1,1,Canceled,36,6,2,125.1,750.6,0,0,0,0,2
38294,2,20160323,1,1,15,3,1,1,0,Not Canceled,81,7,2,89.31,625.17,625.17,0,0,0,0
38295,2,20160324,1,1,4,3,1,1,1,Canceled,36,1,3,115.2,115.2,0,0,0,0,0
38296,2,20160324,1,1,4,3,1,1,1,Canceled,50,1,3,115.2,115.2,0,0,0,0,2
38297,2,20160324,1,1,4,3,1,1,1,Canceled,24,1,3,159,159,0,0,0,0,0
38298,2,20160324,1,1,71,3,1,4,1,Canceled,58,1,2,88.2,88.2,0,0,0,0,0
38299,2,20160324,3,3,4,3,1,1,1,Canceled,36,1,3,131.4,131.4,0,0,0,0,0
38300,2,20160324,1,1,4,3,1,1,1,Canceled,46,1,2,99,99,0,0,0,0,0
38301,2,20160324,1,1,4,3,1,4,1,Canceled,38,1,2,88.2,88.2,0,0,0,0,0
38302,2,20160324,3,3,4,3,1,1,1,Canceled,33,2,2,140.4,280.8,0,0,0,0,0
38303,2,20160324,1,1,4,3,1,4,1,Canceled,4,2,2,134,268,0,0,0,0,0
38304,2,20160324,3,3,1,3,1,1,1,Canceled,31,2,1,144.9,289.8,0,1,0,0,0
38305,2,20160324,1,1,4,3,1,1,1,Canceled,33,2,3,143.1,286.2,0,0,0,0,0
38306,2,20160324,1,1,1,3,1,1,1,Canceled,76,3,2,105.3,315.9,0,0,0,0,0
38307,2,20160324,3,3,4,3,1,1,1,Canceled,32,3,3,159.3,477.9,0,0,0,0,0
38308,2,20160324,1,1,61,3,3,4,0,Not Canceled,99,3,2,85.5,256.5,256.5,3,0,0,0
38309,2,20160324,1,1,4,3,1,4,1,Canceled,35,3,2,125.1,375.3,0,0,0,0,0
38310,2,20160324,1,1,113,3,3,4,0,Not Canceled,99,3,2,85.5,256.5,256.5,2,0,0,0
38311,2,20160324,1,1,4,3,1,1,1,Canceled,38,3,3,133.8,401.4,0,0,0,0,0
38312,2,20160324,1,1,4,3,1,1,0,Not Canceled,78,3,2,105.3,315.9,315.9,0,0,1,1
38313,2,20160324,3,3,4,3,1,1,1,Canceled,36,3,3,159,477,0,1,0,0,1
38314,2,20160324,3,3,4,3,1,1,1,Canceled,74,3,2,114.3,342.9,0,0,0,0,0
38315,2,20160324,1,1,4,3,3,4,0,Not Canceled,99,3,2,101.5,304.5,304.5,2,0,1,0
38316,2,20160324,1,1,4,3,1,1,1,Canceled,33,3,2,126.9,380.7,0,0,0,0,0
38317,2,20160324,1,1,82,3,1,1,1,Canceled,37,3,1,112.2,336.6,0,0,0,0,0
38318,2,20160324,1,1,2,3,1,1,1,Canceled,3,3,2,147.67,443.01,0,0,0,0,0
38319,2,20160324,3,3,4,3,1,1,1,Canceled,12,3,3,183.67,551.01,0,0,0,0,0
38320,2,20160324,1,1,4,3,1,1,1,Canceled,106,3,2,96.3,288.9,0,1,0,0,1
38321,2,20160324,1,1,4,3,1,1,1,Canceled,87,3,2,105.3,315.9,0,0,0,0,1
38322,2,20160324,3,3,4,3,1,1,1,Canceled,8,3,2,171.67,515.01,0,0,0,0,0
38323,2,20160324,1,1,13,3,1,1,0,Not Canceled,78,4,2,70.03,280.12,280.12,0,0,0,1
38324,2,20160324,1,1,4,3,1,4,1,Canceled,34,4,2,113.85,455.4,0,0,0,0,0
38325,2,20160324,1,1,2,3,1,4,1,Canceled,87,4,2,62.18,248.72,0,0,0,0,0
38326,2,20160324,1,1,13,3,1,1,0,Not Canceled,87,4,2,70.03,280.12,280.12,0,0,0,1
38327,2,20160324,1,1,18,3,1,1,1,Canceled,79,4,2,90.95,363.8,0,0,0,0,1
38328,2,20160324,3,1,4,3,3,1,0,Not Canceled,84,4,2,99.45,397.8,397.8,0,0,0,0
38329,2,20160324,3,3,4,3,3,1,0,Not Canceled,96,4,1,99.45,397.8,397.8,1,0,0,0
38330,2,20160324,1,1,4,3,1,1,1,Canceled,34,4,2,124.65,498.6,0,0,0,0,0
38331,2,20160324,1,1,2,3,2,1,1,Canceled,157,4,2,106.2,424.8,0,0,0,0,2
38332,2,20160324,1,1,18,3,1,1,1,Canceled,79,4,2,90.95,363.8,0,0,0,0,1
38333,2,20160324,1,1,13,3,1,1,0,Not Canceled,97,4,2,64.98,259.92,259.92,0,0,0,1
38334,2,20160324,3,1,4,3,3,1,0,Not Canceled,96,4,2,99.45,397.8,397.8,0,0,0,0
38335,2,20160324,3,3,15,3,1,1,1,Canceled,81,4,2,99.45,397.8,0,0,0,0,1
38336,2,20160324,1,1,1,3,1,1,0,Not Canceled,83,4,2,70.03,280.12,280.12,3,0,0,1
38337,2,20160324,9,9,22,3,3,1,0,Not Canceled,108,5,2,120,600,600,0,0,0,1
38338,2,20160324,6,6,4,3,3,1,1,Canceled,85,5,4,157.25,786.25,0,1,0,0,1
38339,2,20160324,3,3,4,3,3,1,1,Canceled,85,5,2,97.75,488.75,0,1,0,0,0
38340,2,20160324,9,9,2,3,3,1,0,Not Canceled,108,5,2,120,600,600,0,0,0,1
38341,2,20160324,6,6,4,3,3,1,1,Canceled,85,5,4,157.25,786.25,0,2,0,0,0
38342,2,20160324,3,1,4,1,1,1,0,Not Canceled,106,4,2,108.5,434,434,2,0,0,0
38343,2,20160324,3,3,15,3,1,1,1,Canceled,83,4,2,93.6,374.4,0,0,0,0,0
38344,2,20160324,1,1,4,3,3,4,0,Not Canceled,84,4,2,89.75,359,359,1,0,1,0
38345,2,20160324,3,3,13,3,1,1,1,Canceled,82,4,2,99.45,397.8,0,0,0,0,0
38346,2,20160324,3,3,15,3,1,1,0,Not Canceled,82,4,2,99.45,397.8,397.8,0,0,0,0
38347,2,20160325,1,1,2,4,1,1,1,Canceled,35,1,2,5400,5400,0,1,0,0,0
38348,2,20160325,1,1,4,3,1,1,1,Canceled,37,1,3,143.1,143.1,0,1,0,0,1
38349,2,20160325,3,3,4,3,1,1,1,Canceled,41,2,3,159.3,318.6,0,0,0,0,0
